mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_classifier__C	param_classifier__coef0	param_classifier__degree	param_classifier__gamma	param_classifier__kernel	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
1.1293437480926514	0.17528899484544028	0.019217443466186524	0.0003999712925383759	0.1	0	4	1	poly	{'classifier__C': 0.1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9287863590772317	0.9126506024096386	0.9036144578313253	0.9246987951807228	0.9106425702811245	0.9160785569560087	0.009300014325735358	100
0.11830782890319824	0.014454591964222633	0.0232210636138916	0.0009807276934165844	0.1	1	2	scale	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.08908076286315918	0.0025320137036358636	0.021019363403320314	0.0008952686992737322	0.1	1	2	auto	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.06786146163940429	0.001471222565093796	0.017415952682495118	0.0008010507388340336	0.1	1	2	0.01	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.1004910945892334	0.004227340179703712	0.022621011734008788	0.0008007768702732519	0.1	1	2	0.1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.2212005615234375	0.05302739334075998	0.035832452774047854	0.011679558253881058	0.1	1	2	1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.22430572509765626	0.032335693349451584	0.019817209243774413	0.0007498830598028192	0.1	1	3	scale	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.14533276557922364	0.004879205667524486	0.021331310272216797	0.0005848279544157652	0.1	1	3	auto	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.06686062812805176	0.001167070993667141	0.016614627838134766	0.0004904271771621258	0.1	1	3	0.01	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.16446342468261718	0.005338735809583952	0.020418453216552734	0.0004902324165248957	0.1	1	3	0.1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.7959837913513184	0.1520274172812898	0.017415523529052734	0.0004904662266339816	0.1	1	3	1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9488465396188566	0.9407630522088354	0.9437751004016064	0.9467871485943775	0.9457831325301205	0.9451909946707593	0.0027521909267875654	90
0.17836198806762696	0.012682724984157467	0.01881723403930664	0.0004000903987378319	0.1	1	4	scale	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9508032128514057	0.9497991967871486	0.949608463946055	0.0009859900113851458	74
0.1665508270263672	0.010278026135344051	0.02081904411315918	0.0009809028829373234	0.1	1	4	auto	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.0721848487854004	0.0026468891314456733	0.01831927299499512	0.0005200387577649186	0.1	1	4	0.01	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.1754061222076416	0.015214675387663901	0.01945219039916992	0.0005620230520109924	0.1	1	4	0.1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
1.3799622058868408	0.21384436877651858	0.02058248519897461	0.002733420043836142	0.1	1	4	1	poly	{'classifier__C': 0.1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9227683049147443	0.9116465863453815	0.9056224899598394	0.9226907630522089	0.9096385542168675	0.9144733396978083	0.007014780406853829	101
0.155761194229126	0.029341024875629552	0.02514500617980957	0.0014765708935996888	1	0	2	scale	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.1037973403930664	0.009848377421718315	0.022342491149902343	0.0010934546708351153	1	0	2	auto	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.06512970924377441	0.006351706979779132	0.017789316177368165	0.0021910441680758172	1	0	2	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.13163480758666993	0.017186360585766346	0.02447953224182129	0.0020020522118625044	1	0	2	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.3336061477661133	0.11988240552601417	0.038396167755126956	0.005712307955505477	1	0	2	1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.2236722946166992	0.03590577720881376	0.01771259307861328	0.000974074106996103	1	0	3	scale	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9508032128514057	0.9497991967871486	0.949608463946055	0.0009859900113851458	74
0.15978503227233887	0.018867799455839003	0.021916913986206054	0.00411154234057877	1	0	3	auto	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.054307413101196286	0.0016626406922049157	0.01461329460144043	0.000490388398140477	1	0	3	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.18887171745300294	0.03417359356912842	0.019217395782470705	0.00040035259161407325	1	0	3	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
4.69835319519043	1.2486080277649234	0.017990732192993165	0.0011456655579550675	1	0	3	1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9398194583751254	0.9337349397590361	0.9307228915662651	0.9447791164658634	0.9407630522088354	0.937963891675025	0.005060470992013077	93
0.18457794189453125	0.007239674136975926	0.01881685256958008	0.000400614890996596	1	0	4	scale	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9407630522088354	0.9447791164658634	0.9497991967871486	0.9447791164658634	0.9459940061147296	0.0034542575684756	87
0.1225654125213623	0.00782706028789712	0.01881718635559082	0.000980299337056141	1	0	4	auto	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.050799083709716794	0.0006764342312929896	0.014213228225708007	0.0004003525632173939	1	0	4	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.14958043098449708	0.02864514129817689	0.019217205047607423	0.0011677414249697702	1	0	4	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9487951807228916	0.9508032128514057	0.9497991967871486	0.9498092671589065	0.0006353148451467538	71
4.178597164154053	0.6057782355026071	0.01921706199645996	0.0011668664298091329	1	0	4	1	poly	{'classifier__C': 1, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.905717151454363	0.8995983935742972	0.9046184738955824	0.9096385542168675	0.8945783132530121	0.9028301772788245	0.005223491304167263	102
0.19057307243347169	0.03431619347732037	0.028025197982788085	0.0017901375249092233	1	1	2	scale	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.15053629875183105	0.009571273705396717	0.025823354721069336	0.001722274948968869	1	1	2	auto	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.10529603958129882	0.004073347190052176	0.0222198486328125	0.0003997327177049117	1	1	2	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.16434884071350098	0.018285891474391493	0.026624393463134766	0.0013577668461119635	1	1	2	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.33330230712890624	0.13717053064026394	0.036433172225952146	0.002247223422386313	1	1	2	1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 2, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.33922224044799804	0.04460198327609412	0.018216323852539063	0.0007491693801898669	1	1	3	scale	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9497991967871486	0.9497991967871486	0.9494076607332037	0.000808483262799461	79
0.30869550704956056	0.04616969388336353	0.02021822929382324	0.0014710279074477463	1	1	3	auto	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.11431903839111328	0.0037910936250753163	0.023421430587768556	0.0010207119293503294	1	1	3	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.29506745338439944	0.052375025050193785	0.018817377090454102	0.0013272943104889261	1	1	3	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
5.049622488021851	0.9812256019920333	0.017615699768066408	0.0004905828651150382	1	1	3	1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 3, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9408224674022067	0.9337349397590361	0.9307228915662651	0.9437751004016064	0.9377510040160643	0.9373612806290357	0.00470079439512794	94
0.3317727088928223	0.020465721947321047	0.01897892951965332	7.634527744531756e-05	1	1	4	scale	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9478435305917753	0.9417670682730924	0.9427710843373494	0.9477911646586346	0.9397590361445783	0.9439863768010861	0.0032749571339784084	91
0.2269598960876465	0.03049958996976797	0.018901968002319337	0.0013513079013980835	1	1	4	auto	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.13592314720153809	0.004403970461434951	0.02302103042602539	0.0006327115112047338	1	1	4	0.01	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.23541417121887206	0.026264280275255725	0.018616676330566406	0.0004901740567391855	1	1	4	0.1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9497991967871486	0.9487951807228916	0.9492068575203522	0.0008109805868416506	81
4.934113883972168	0.8259622202077245	0.01881694793701172	0.0007490928727796918	1	1	4	1	poly	{'classifier__C': 1, 'classifier__coef0': 1, 'classifier__degree': 4, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9017051153460381	0.9036144578313253	0.8995983935742972	0.9126506024096386	0.8865461847389559	0.9008229507800509	0.008411773391527074	103
0.24870939254760743	0.08786426478622995	0.03135571479797363	0.0017562373999654966	10	0	2	scale	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.16530218124389648	0.0474001456721226	0.02528042793273926	0.0017832641289064995	10	0	2	auto	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.07159171104431153	0.0028671729491111303	0.01844649314880371	0.0009821696052152926	10	0	2	0.01	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.17754950523376464	0.053004444357610654	0.02580251693725586	0.001776346193108222	10	0	2	0.1	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
80.96380724906922	14.40800994123373	0.049655914306640625	0.004640030791745929	10	0	2	1	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 2, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.4972972393035889	0.03268037204884122	0.017625999450683594	0.0004989365593243068	10	0	3	scale	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9427710843373494	0.9457831325301205	0.9467871485943775	0.9477911646586346	0.946596415753284	0.0023384297134440525	85
0.1916069507598877	0.031934609808829346	0.017415666580200197	0.00049054379248218	10	0	3	auto	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.06502118110656738	0.0012185460511625133	0.016194581985473633	0.00022288518499738197	10	0	3	0.01	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.228476619720459	0.02623276075070823	0.01661524772644043	0.0004903494027513172	10	0	3	0.1	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9497991967871486	0.9497991967871486	0.9494076607332037	0.000808483262799461	79
48.4529951095581	11.211429090234367	0.018216562271118165	0.0004002096115242777	10	0	3	1	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 3, 'classifier__gamma': 1, 'classifier__kernel': 'poly'}	0.9348044132397192	0.9257028112449799	0.9146586345381527	0.9317269076305221	0.9196787148594378	0.9253142963025622	0.007438249165287001	98
0.3908942222595215	0.010793964632982106	0.019728612899780274	0.0004440253337711869	10	0	4	scale	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 'scale', 'classifier__kernel': 'poly'}	0.9408224674022067	0.9327309236947792	0.9347389558232931	0.9367469879518072	0.9257028112449799	0.9341484292234131	0.004999635980817308	95
0.14467458724975585	0.00855698491512854	0.01861705780029297	0.0004904854326596495	10	0	4	auto	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 'auto', 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9477911646586346	0.9518072289156626	0.9487951807228916	0.949608463946055	0.0013336472203623192	74
0.05437040328979492	0.0012084954672237419	0.01461329460144043	0.0004907774403506309	10	0	4	0.01	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 0.01, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9497991967871486	0.9497991967871486	0.9508032128514057	0.9508032128514057	0.9502108735846091	0.00048399233391007443	1
0.18429121971130372	0.010289036848134899	0.018816280364990234	0.0007496798315911722	10	0	4	0.1	poly	{'classifier__C': 10, 'classifier__coef0': 0, 'classifier__degree': 4, 'classifier__gamma': 0.1, 'classifier__kernel': 'poly'}	0.9498495486459378	0.9417670682730924	0.9447791164658634	0.9497991967871486	0.9447791164658634	0.9461948093275812	0.0031610755083316716	86
